YEAR,PLAYERID,NAMElast,NAMEfirst,TEAM,LG,AVG,OBP,SLG,EXP,PAYR,MLAVG,MLOBP,MLSLG,AVGcumLag1,OBPcumLag1,SLGcumLag1,G,YRINDEX
1970,murcebo01,Murcer,Bobby,NYA,AL,0.251,0.348,0.42,3,481,0.264,0.337,0.404,0.249,0.31,0.425,159,12
1987,murphda05,Murphy,Dale,ATL,NL,0.295,0.417,0.58,12,502,0.268,0.337,0.425,0.277,0.356,0.491,159,29
1979,murraed02,Murray,Eddie,BAL,AL,0.295,0.369,0.475,3,610,0.27,0.335,0.406,0.284,0.345,0.475,159,21
1978,nettlgr01,Nettles,Graig,NYA,AL,0.276,0.343,0.46,11,486,0.262,0.329,0.387,0.249,0.33,0.427,159,20
1985,obriepe03,O'Brien,Pete,TEX,AL,0.267,0.342,0.452,4,513,0.262,0.329,0.4,0.26,0.328,0.404,159,27
1987,obriepe03,O'Brien,Pete,TEX,AL,0.286,0.348,0.457,6,513,0.268,0.337,0.425,0.269,0.346,0.432,159,29
1982,oglivbe01,Oglivie,Ben,ML4,AL,0.244,0.326,0.453,11,438,0.266,0.329,0.397,0.276,0.333,0.466,159,24
2000,olerujo01,Olerud,John,SEA,AL,0.285,0.392,0.439,11,591,0.276,0.351,0.448,0.301,0.406,0.481,159,42
2001,olerujo01,Olerud,John,SEA,AL,0.302,0.401,0.472,12,591,0.269,0.338,0.437,0.299,0.404,0.477,159,43
1966,olivato01,Oliva,Tony,MIN,AL,0.307,0.353,0.502,3,528,0.257,0.32,0.392,0.324,0.371,0.526,159,8
1991,palmera01,Palmeiro,Rafael,TEX,AL,0.322,0.389,0.532,6,611,0.26,0.329,0.394,0.296,0.351,0.44,159,33
1992,palmera01,Palmeiro,Rafael,TEX,AL,0.268,0.352,0.434,7,611,0.261,0.328,0.386,0.302,0.36,0.462,159,34
1977,parkeda01,Parker,Dave,PIT,NL,0.338,0.397,0.531,5,536,0.268,0.334,0.409,0.304,0.344,0.488,159,19
1986,pendlte01,Pendleton,Terry,SLN,NL,0.239,0.279,0.306,3,507,0.262,0.331,0.404,0.267,0.308,0.342,159,28
1987,pendlte01,Pendleton,Terry,SLN,NL,0.286,0.36,0.412,4,507,0.268,0.337,0.425,0.255,0.296,0.327,159,29
1992,phillto02,Phillips,Tony,DET,AL,0.276,0.387,0.388,11,502,0.261,0.328,0.386,0.256,0.347,0.363,159,34
1965,pinsova01,Pinson,Vada,CIN,NL,0.305,0.352,0.484,7,603,0.255,0.322,0.389,0.303,0.349,0.488,159,7
1989,puckeki01,Puckett,Kirby,MIN,AL,0.339,0.379,0.465,6,651,0.259,0.325,0.384,0.32,0.352,0.47,159,31
2003,ramirar01,Ramirez,Aramis,PIT->CHN,NL->NL,0.272,0.324,0.465,6,444,0.269,0.339,0.432,0.259,0.308,0.432,159,45
1979,reitzke01,Reitz,Ken,SLN,NL,0.268,0.299,0.382,8,459,0.27,0.335,0.406,0.262,0.289,0.359,159,21
1984,riceji01,Rice,Jim,BOS,AL,0.28,0.323,0.467,11,566,0.265,0.328,0.393,0.305,0.356,0.531,159,26
1964,richabo01,Richardson,Bobby,NYA,AL,0.267,0.294,0.333,6,643,0.261,0.324,0.396,0.277,0.312,0.347,159,6
2004,roberbr01,Roberts,Brian,BAL,AL,0.273,0.344,0.376,4,416,0.272,0.342,0.439,0.258,0.316,0.348,159,46
1970,rodriau01,Rodriguez,Aurelio,CAL->WS2,AL->AL,0.249,0.302,0.42,4,412,0.264,0.337,0.404,0.235,0.276,0.306,159,12
1974,rodriau01,Rodriguez,Aurelio,DET,AL,0.222,0.255,0.306,8,412,0.261,0.329,0.377,0.239,0.281,0.358,159,16
1970,rosepe01,Rose,Pete,CIN,NL,0.316,0.385,0.47,8,659,0.264,0.337,0.404,0.309,0.369,0.436,159,12
1978,rosepe01,Rose,Pete,CIN,NL,0.302,0.362,0.421,16,659,0.262,0.329,0.387,0.311,0.38,0.433,159,20
1967,scottge02,Scott,George,BOS,AL,0.303,0.373,0.465,2,589,0.251,0.317,0.373,0.245,0.324,0.433,159,9
1990,sierrru01,Sierra,Ruben,TEX,AL,0.28,0.33,0.426,5,476,0.263,0.33,0.394,0.273,0.314,0.479,159,32
1979,singlke01,Singleton,Ken,BAL,AL,0.295,0.405,0.533,10,569,0.27,0.335,0.406,0.289,0.398,0.436,159,21
1983,smithoz01,Smith,Ozzie,SLN,NL,0.243,0.321,0.335,6,556,0.266,0.33,0.398,0.234,0.303,0.284,159,25
1971,smithre06,Smith,Reggie,BOS,AL,0.283,0.352,0.489,5,503,0.259,0.328,0.382,0.279,0.344,0.457,159,13
1998,sosasa01,Sosa,Sammy,CHN,NL,0.308,0.377,0.647,10,563,0.271,0.341,0.43,0.257,0.308,0.469,159,40
1996,spraged02,Sprague,Ed,TOR,AL,0.247,0.325,0.496,6,416,0.276,0.347,0.438,0.251,0.318,0.389,159,38
2003,suzukic01,Suzuki,Ichiro,SEA,AL,0.312,0.352,0.436,3,735,0.269,0.339,0.432,0.336,0.385,0.441,159,45
2000,sweenmi01,Sweeney,Mike,KCA,AL,0.333,0.407,0.523,5,469,0.276,0.351,0.448,0.287,0.353,0.45,159,42
2000,thomafr04,Thomas,Frank,CHA,AL,0.328,0.436,0.625,11,565,0.276,0.351,0.448,0.32,0.44,0.573,159,42
2003,thomeji01,Thome,Jim,PHI,NL,0.266,0.385,0.573,13,503,0.269,0.339,0.432,0.287,0.414,0.567,159,45
1969,torrejo01,Torre,Joe,SLN,NL,0.289,0.361,0.447,9,517,0.258,0.332,0.387,0.294,0.356,0.462,159,11
1963,versazo01,Versalles,Zoilo,MIN,AL,0.261,0.303,0.401,5,461,0.255,0.319,0.389,0.25,0.291,0.368,159,5
1988,wallati01,Wallach,Tim,MON,NL,0.257,0.302,0.389,8,556,0.259,0.324,0.387,0.262,0.319,0.439,159,30
1962,whitebi03,White,Bill,SLN,NL,0.324,0.386,0.482,4,549,0.268,0.337,0.412,0.29,0.345,0.466,159,4
1966,whitebi03,White,Bill,PHI,NL,0.276,0.352,0.451,8,549,0.257,0.32,0.392,0.299,0.358,0.475,159,8
1962,willibi01,Williams,Billy,CHN,NL,0.298,0.369,0.466,3,618,0.268,0.337,0.412,0.271,0.33,0.47,159,4
1979,winfida01,Winfield,Dave,SDN,NL,0.308,0.395,0.558,7,561,0.27,0.335,0.406,0.28,0.347,0.447,159,21
1998,womacto01,Womack,Tony,PIT,NL,0.282,0.319,0.357,3,546,0.271,0.341,0.43,0.274,0.329,0.369,159,40
1968,aaronha01,Aaron,Hank,ATL,NL,0.287,0.354,0.498,10,598,0.246,0.31,0.356,0.316,0.379,0.577,160,10
1968,aloufe01,Alou,Felipe,ATL,NL,0.317,0.365,0.438,10,480,0.246,0.31,0.356,0.29,0.331,0.467,160,10
2003,bagweje01,Bagwell,Jeff,HOU,NL,0.278,0.373,0.524,13,665,0.269,0.339,0.432,0.302,0.414,0.551,160,45
1985,baineha01,Baines,Harold,CHA,AL,0.309,0.348,0.467,6,504,0.262,0.329,0.4,0.279,0.325,0.468,160,27
1985,balbost01,Balboni,Steve,KCA,AL,0.243,0.307,0.477,4,344,0.262,0.329,0.4,0.234,0.302,0.455,160,27
1975,bandosa01,Bando,Sal,OAK,AL,0.23,0.337,0.356,9,548,0.262,0.333,0.383,0.26,0.365,0.425,160,17
1986,baylodo01,Baylor,Don,BOS,AL,0.238,0.344,0.439,15,552,0.262,0.331,0.404,0.265,0.341,0.442,160,28
1974,benchjo01,Bench,Johnny,CIN,NL,0.28,0.363,0.507,8,509,0.261,0.329,0.377,0.268,0.336,0.479,160,16
2004,berkmla01,Berkman,Lance,HOU,NL,0.316,0.45,0.566,6,541,0.272,0.342,0.439,0.3,0.407,0.562,160,46
1998,biggicr01,Biggio,Craig,HOU,NL,0.325,0.403,0.503,11,624,0.271,0.341,0.43,0.288,0.377,0.426,160,40
1999,biggicr01,Biggio,Craig,HOU,NL,0.294,0.386,0.457,12,624,0.277,0.351,0.445,0.292,0.38,0.434,160,41
1973,bondsbo01,Bonds,Bobby,SFN,NL,0.283,0.37,0.53,6,577,0.262,0.331,0.387,0.275,0.35,0.476,160,15
1990,bonilbo01,Bonilla,Bobby,PIT,NL,0.28,0.322,0.518,5,516,0.263,0.33,0.394,0.278,0.358,0.452,160,32
2003,booneaa01,Boone,Aaron,CIN->NYA,NL->AL,0.267,0.327,0.453,6,474,0.269,0.339,0.432,0.271,0.333,0.446,160,45
1999,bordimi01,Bordick,Mike,BAL,AL,0.277,0.334,0.403,9,491,0.277,0.351,0.445,0.255,0.319,0.338,160,41
1962,boyerke01,Boyer,Ken,SLN,NL,0.291,0.369,0.47,4,529,0.268,0.337,0.412,0.315,0.384,0.534,160,4
1973,brocklo01,Brock,Lou,SLN,NL,0.297,0.364,0.398,12,622,0.262,0.331,0.387,0.293,0.342,0.428,160,15
1961,brutobi01,Bruton,Bill,DET,AL,0.257,0.327,0.384,3,565,0.268,0.34,0.418,0.287,0.333,0.415,160,3
1980,bumbral01,Bumbry,Al,BAL,AL,0.318,0.392,0.433,8,429,0.269,0.332,0.396,0.283,0.344,0.391,160,22
1990,butlebr01,Butler,Brett,SFN,NL,0.309,0.397,0.384,10,553,0.263,0.33,0.394,0.281,0.364,0.378,160,32
1965,callijo01,Callison,Johnny,PHI,NL,0.262,0.328,0.509,7,488,0.255,0.322,0.389,0.275,0.343,0.467,160,7
1966,cardele01,Cardenas,Leo,CIN,NL,0.255,0.309,0.419,7,457,0.257,0.32,0.392,0.268,0.317,0.386,160,8
1969,cardele01,Cardenas,Leo,MIN,AL,0.28,0.353,0.388,10,457,0.258,0.332,0.387,0.261,0.313,0.377,160,11
1970,cardele01,Cardenas,Leo,MIN,AL,0.247,0.3,0.374,11,457,0.264,0.337,0.404,0.264,0.318,0.378,160,12
1976,cashda01,Cash,Dave,PHI,NL,0.284,0.337,0.345,8,502,0.26,0.325,0.369,0.293,0.345,0.373,160,18
1966,cashno01,Cash,Norm,DET,AL,0.279,0.351,0.478,8,493,0.257,0.32,0.392,0.28,0.398,0.517,160,8
1996,castivi02,Castilla,Vinny,COL,NL,0.304,0.343,0.548,4,545,0.276,0.347,0.438,0.293,0.327,0.497,160,38
1974,cedence01,Cedeno,Cesar,HOU,NL,0.269,0.338,0.461,5,477,0.261,0.329,0.377,0.301,0.348,0.48,160,16
1963,colavro01,Colavito,Rocky,DET,AL,0.271,0.358,0.437,5,604,0.255,0.319,0.389,0.267,0.359,0.52,160,5
1964,colavro01,Colavito,Rocky,KC1,AL,0.274,0.366,0.507,6,604,0.261,0.324,0.396,0.268,0.358,0.503,160,6
1977,coopece01,Cooper,Cecil,ML4,AL,0.3,0.326,0.463,6,493,0.268,0.334,0.409,0.283,0.324,0.447,160,19
1983,coopece01,Cooper,Cecil,ML4,AL,0.307,0.341,0.508,12,493,0.266,0.33,0.398,0.308,0.347,0.487,160,25
1980,cruzjo01,Cruz,Jose,HOU,NL,0.302,0.36,0.426,10,495,0.269,0.332,0.396,0.279,0.358,0.418,160,22
1983,cruzjo01,Cruz,Jose,HOU,NL,0.318,0.385,0.463,13,495,0.266,0.33,0.398,0.281,0.353,0.415,160,25
1984,cruzjo01,Cruz,Jose,HOU,NL,0.312,0.381,0.462,14,495,0.265,0.328,0.393,0.284,0.357,0.42,160,26
1983,cruzju01,Cruz,Julio,SEA->CHA,AL->AL,0.252,0.318,0.326,7,438,0.266,0.33,0.398,0.243,0.327,0.303,160,25
1968,daviswi02,Davis,Willie,LAN,NL,0.25,0.284,0.351,9,541,0.246,0.31,0.356,0.268,0.302,0.4,160,10
1978,dejesiv01,DeJesus,Ivan,CHN,NL,0.278,0.356,0.354,4,365,0.262,0.329,0.387,0.252,0.318,0.334,160,20
1979,dejesiv01,DeJesus,Ivan,CHN,NL,0.283,0.345,0.379,5,365,0.27,0.335,0.406,0.263,0.335,0.343,160,21
1974,evansda01,Evans,Darrell,ATL,NL,0.24,0.381,0.419,5,535,0.261,0.329,0.377,0.265,0.383,0.477,160,16
1979,evansda01,Evans,Darrell,SFN,NL,0.253,0.356,0.391,10,535,0.27,0.335,0.406,0.248,0.367,0.424,160,21
1996,fieldce01,Fielder,Cecil,DET->NYA,AL->AL,0.252,0.35,0.484,11,457,0.276,0.347,0.438,0.257,0.345,0.497,160,38
1966,floodcu01,Flood,Curt,SLN,NL,0.267,0.298,0.364,8,535,0.257,0.32,0.392,0.296,0.348,0.4,160,8
1984,francju01,Franco,Julio,CLE,AL,0.286,0.331,0.348,2,482,0.265,0.328,0.393,0.273,0.307,0.384,160,26
1985,francju01,Franco,Julio,CLE,AL,0.288,0.343,0.381,3,482,0.262,0.329,0.4,0.28,0.319,0.365,160,27
1973,fuentti01,Fuentes,Tito,SFN,NL,0.277,0.328,0.358,8,457,0.262,0.331,0.387,0.26,0.299,0.349,160,15
1985,gaettga01,Gaetti,Gary,MIN,AL,0.246,0.301,0.409,4,515,0.262,0.329,0.4,0.246,0.301,0.401,160,27
1975,garvest01,Garvey,Steve,LAN,NL,0.319,0.351,0.476,6,524,0.262,0.333,0.383,0.288,0.324,0.435,160,17
2003,gibboja01,Gibbons,Jay,BAL,AL,0.277,0.33,0.456,3,462,0.269,0.339,0.432,0.243,0.307,0.481,160,45
2001,gilesbr02,Giles,Brian,PIT,NL,0.309,0.404,0.59,6,554,0.269,0.338,0.437,0.301,0.41,0.551,160,43
1962,gilliji01,Gilliam,Jim,LAN,NL,0.27,0.37,0.335,4,524,0.268,0.337,0.412,0.259,0.369,0.335,160,4
1991,gracema01,Grace,Mark,CHN,NL,0.273,0.346,0.373,4,580,0.26,0.329,0.394,0.307,0.382,0.424,160,33
2003,greensh01,Green,Shawn,LAN,NL,0.28,0.355,0.46,9,623,0.269,0.339,0.432,0.285,0.358,0.521,160,45
1974,grichbo01,Grich,Bobby,BAL,AL,0.263,0.376,0.431,5,477,0.261,0.329,0.377,0.26,0.361,0.39,160,16
1999,griffke02,Griffey Jr.,Ken,SEA,AL,0.285,0.384,0.576,11,532,0.277,0.351,0.445,0.3,0.379,0.568,160,41
1983,guerrpe01,Guerrero,Pedro,LAN,NL,0.298,0.373,0.531,5,436,0.266,0.33,0.398,0.305,0.366,0.502,160,25
1999,guerrvl01,Guerrero,Vladimir,MON,NL,0.316,0.378,0.6,3,613,0.277,0.351,0.445,0.313,0.359,0.546,160,41
1990,guilloz01,Guillen,Ozzie,CHA,AL,0.279,0.312,0.341,6,437,0.263,0.33,0.394,0.263,0.284,0.33,160,32
1986,gwynnto01,Gwynn,Tony,SDN,NL,0.329,0.381,0.467,5,509,0.262,0.331,0.404,0.325,0.376,0.412,160,28
1980,hargrmi01,Hargrove,Mike,CLE,AL,0.304,0.415,0.404,7,554,0.269,0.332,0.396,0.292,0.4,0.412,160,22
1980,harrato01,Harrah,Toby,CLE,AL,0.267,0.379,0.38,10,543,0.269,0.332,0.396,0.261,0.355,0.397,160,22
1965,hartji01,Hart,Jim Ray,SFN,NL,0.299,0.349,0.487,2,384,0.255,0.322,0.389,0.283,0.343,0.49,160,7
2000,heltoto01,Helton,Todd,COL,NL,0.372,0.463,0.698,4,600,0.276,0.351,0.448,0.315,0.384,0.554,160,42
2003,heltoto01,Helton,Todd,COL,NL,0.358,0.458,0.63,7,600,0.269,0.339,0.432,0.333,0.419,0.613,160,45
1968,hundlra01,Hundley,Randy,CHN,NL,0.226,0.28,0.311,3,313,0.246,0.31,0.356,0.249,0.3,0.395,160,10
1996,johnsla03,Johnson,Lance,NYN,NL,0.333,0.362,0.479,10,412,0.276,0.347,0.438,0.285,0.324,0.372,160,38
1998,jonesch06,Jones,Chipper,ATL,NL,0.313,0.404,0.547,4,663,0.271,0.341,0.43,0.292,0.374,0.489,160,40
1968,kessido01,Kessinger,Don,CHN,NL,0.24,0.283,0.287,4,560,0.246,0.31,0.356,0.24,0.281,0.274,160,10
1973,kessido01,Kessinger,Don,CHN,NL,0.262,0.327,0.31,9,560,0.262,0.331,0.387,0.255,0.311,0.313,160,15
2002,lowelmi01,Lowell,Mike,FLO,NL,0.276,0.346,0.471,4,577,0.266,0.337,0.426,0.271,0.336,0.449,160,44
1971,mcmulke01,McMullen,Ken,CAL,AL,0.25,0.312,0.395,9,380,0.259,0.328,0.382,0.247,0.316,0.38,160,13
1993,molitpa01,Molitor,Paul,TOR,AL,0.332,0.402,0.509,16,575,0.27,0.338,0.413,0.303,0.367,0.444,160,35
1971,morgajo02,Morgan,Joe,HOU,NL,0.256,0.351,0.407,8,537,0.259,0.328,0.382,0.265,0.38,0.394,160,13
1973,murcebo01,Murcer,Bobby,NYA,AL,0.304,0.357,0.464,6,481,0.262,0.331,0.387,0.279,0.359,0.478,160,15
1986,murphda05,Murphy,Dale,ATL,NL,0.265,0.347,0.477,11,502,0.262,0.331,0.404,0.278,0.357,0.493,160,28
1987,murraed02,Murray,Eddie,BAL,AL,0.277,0.352,0.477,11,610,0.268,0.337,0.425,0.299,0.375,0.505,160,29
1989,murraed02,Murray,Eddie,LAN,NL,0.247,0.342,0.401,13,610,0.259,0.325,0.384,0.295,0.371,0.5,160,31
1973,nettlgr01,Nettles,Graig,NYA,AL,0.234,0.334,0.386,6,486,0.262,0.331,0.387,0.246,0.334,0.41,160,15
1998,olerujo01,Olerud,John,NYN,NL,0.354,0.447,0.551,9,591,0.271,0.341,0.43,0.293,0.396,0.474,160,40
1982,oliveal01,Oliver,Al,MON,NL,0.331,0.392,0.514,14,574,0.266,0.329,0.397,0.303,0.342,0.458,160,24
2001,ordonma01,Ordonez,Magglio,CHA,AL,0.305,0.382,0.533,5,526,0.269,0.338,0.437,0.301,0.349,0.496,160,43
2003,ordonma01,Ordonez,Magglio,CHA,AL,0.317,0.38,0.546,7,526,0.269,0.339,0.432,0.305,0.362,0.523,160,45
1993,palmera01,Palmeiro,Rafael,TEX,AL,0.295,0.371,0.554,8,611,0.27,0.338,0.413,0.296,0.358,0.457,160,35
2001,palmera01,Palmeiro,Rafael,TEX,AL,0.273,0.381,0.563,16,611,0.269,0.338,0.437,0.296,0.372,0.516,160,43
1985,parkeda01,Parker,Dave,CIN,NL,0.312,0.365,0.551,13,536,0.262,0.329,0.4,0.303,0.35,0.485,160,27
1962,pearsal02,Pearson,Albie,LAA,AL,0.261,0.36,0.352,4,372,0.268,0.337,0.412,0.261,0.381,0.347,160,4
1992,pendlte01,Pendleton,Terry,ATL,NL,0.311,0.345,0.473,9,507,0.261,0.328,0.386,0.267,0.316,0.38,160,34
1964,pepitjo01,Pepitone,Joe,NYA,AL,0.251,0.281,0.418,3,455,0.261,0.324,0.396,0.265,0.295,0.447,160,6
1968,perezto01,Perez,Tony,CIN,NL,0.282,0.338,0.43,4,493,0.246,0.31,0.356,0.273,0.316,0.452,160,10
1969,perezto01,Perez,Tony,CIN,NL,0.294,0.357,0.526,5,493,0.258,0.332,0.387,0.276,0.324,0.445,160,11
1992,puckeki01,Puckett,Kirby,MIN,AL,0.329,0.374,0.49,9,651,0.261,0.328,0.386,0.32,0.357,0.466,160,34
1984,raineti01,Raines,Tim,MON,NL,0.309,0.393,0.437,4,491,0.265,0.328,0.393,0.287,0.375,0.402,160,26
1987,reynoha01,Reynolds,Harold,SEA,AL,0.275,0.325,0.37,5,444,0.268,0.337,0.425,0.209,0.27,0.275,160,29
1990,reynoha01,Reynolds,Harold,SEA,AL,0.252,0.336,0.347,8,444,0.263,0.33,0.394,0.266,0.323,0.348,160,32
1977,riceji01,Rice,Jim,BOS,AL,0.32,0.376,0.593,4,566,0.268,0.334,0.409,0.294,0.331,0.48,160,19
1965,richabo01,Richardson,Bobby,NYA,AL,0.247,0.287,0.322,7,643,0.255,0.322,0.389,0.275,0.309,0.345,160,7
1973,rodriau01,Rodriguez,Aurelio,DET,AL,0.222,0.266,0.33,7,412,0.262,0.331,0.387,0.243,0.284,0.364,160,15
1998,rolensc01,Rolen,Scott,PHI,NL,0.29,0.391,0.532,3,569,0.271,0.341,0.43,0.278,0.367,0.456,160,40
1971,rosepe01,Rose,Pete,CIN,NL,0.304,0.373,0.421,9,659,0.259,0.328,0.382,0.309,0.371,0.44,160,13
1973,rosepe01,Rose,Pete,CIN,NL,0.338,0.401,0.437,11,659,0.262,0.331,0.387,0.309,0.372,0.436,160,15
1974,russebi01,Russell,Bill,LAN,NL,0.269,0.336,0.351,6,438,0.261,0.329,0.377,0.257,0.303,0.348,160,16
1987,samueju01,Samuel,Juan,PHI,NL,0.272,0.335,0.502,5,415,0.268,0.337,0.425,0.268,0.305,0.442,160,29
1969,santoro01,Santo,Ron,CHN,NL,0.289,0.384,0.485,10,626,0.258,0.332,0.387,0.281,0.364,0.477,160,11
1988,saxst01,Sax,Steve,LAN,NL,0.277,0.325,0.343,8,540,0.259,0.324,0.387,0.283,0.342,0.359,160,30
1976,schmimi01,Schmidt,Mike,PHI,NL,0.262,0.376,0.524,4,591,0.26,0.325,0.369,0.248,0.366,0.491,160,18
1979,schmimi01,Schmidt,Mike,PHI,NL,0.253,0.386,0.564,7,591,0.27,0.335,0.406,0.255,0.372,0.502,160,21
1986,schmimi01,Schmidt,Mike,PHI,NL,0.29,0.39,0.547,14,591,0.262,0.331,0.404,0.266,0.383,0.535,160,28
1989,seitzke01,Seitzer,Kevin,KCA,AL,0.281,0.387,0.337,4,502,0.259,0.325,0.384,0.315,0.397,0.441,160,31
2001,sosasa01,Sosa,Sammy,CHN,NL,0.328,0.437,0.737,13,563,0.269,0.338,0.437,0.273,0.333,0.523,160,43
1970,staubru01,Staub,Rusty,MON,NL,0.274,0.394,0.497,8,486,0.264,0.337,0.404,0.277,0.36,0.414,160,12
2000,tejadmi01,Tejada,Miguel,OAK,AL,0.275,0.349,0.479,4,585,0.276,0.351,0.448,0.24,0.308,0.403,160,42
1992,thomafr04,Thomas,Frank,CHA,AL,0.323,0.439,0.536,3,565,0.261,0.328,0.386,0.321,0.453,0.547,160,34
1998,thomafr04,Thomas,Frank,CHA,AL,0.265,0.381,0.48,9,565,0.271,0.341,0.43,0.33,0.452,0.6,160,40
1962,thomale03,Thomas,Lee,LAA,AL,0.29,0.355,0.467,2,463,0.268,0.337,0.412,0.285,0.353,0.491,160,4
1983,upshawi01,Upshaw,Willie,TOR,AL,0.306,0.373,0.515,5,471,0.266,0.33,0.398,0.246,0.309,0.391,160,25
1962,versazo01,Versalles,Zoilo,MIN,AL,0.241,0.287,0.373,4,461,0.268,0.337,0.412,0.257,0.294,0.363,160,4
1964,versazo01,Versalles,Zoilo,MIN,AL,0.259,0.311,0.431,6,461,0.261,0.324,0.396,0.253,0.295,0.379,160,6
1965,versazo01,Versalles,Zoilo,MIN,AL,0.273,0.319,0.462,7,461,0.255,0.322,0.389,0.255,0.299,0.393,160,7
1967,versazo01,Versalles,Zoilo,MIN,AL,0.2,0.249,0.282,9,461,0.251,0.317,0.373,0.257,0.304,0.399,160,9
1962,wagnele01,Wagner,Leon,LAA,AL,0.268,0.326,0.5,4,427,0.268,0.337,0.412,0.26,0.349,0.475,160,4
1984,wallati01,Wallach,Tim,MON,NL,0.246,0.311,0.395,4,556,0.265,0.328,0.393,0.263,0.32,0.436,160,26
1964,whitebi03,White,Bill,SLN,NL,0.303,0.355,0.474,6,549,0.261,0.324,0.396,0.3,0.357,0.475,160,6
2004,wilkebr01,Wilkerson,Brad,MON,NL,0.255,0.374,0.498,4,504,0.272,0.342,0.439,0.261,0.368,0.452,160,46
1962,yastrca01,Yastrzemski,Carl,BOS,AL,0.296,0.363,0.469,2,608,0.268,0.337,0.412,0.266,0.324,0.396,160,4
1966,yastrca01,Yastrzemski,Carl,BOS,AL,0.278,0.368,0.431,6,608,0.257,0.32,0.392,0.296,0.374,0.464,160,8
2003,youngmi02,Young,Mike,TEX,AL,0.306,0.339,0.446,3,623,0.269,0.339,0.432,0.256,0.303,0.389,160,45
2004,youngmi02,Young,Mike,TEX,AL,0.313,0.353,0.483,4,623,0.272,0.342,0.439,0.277,0.318,0.412,160,46
1984,yountro01,Yount,Robin,ML4,AL,0.298,0.362,0.441,11,607,0.265,0.328,0.393,0.284,0.327,0.425,160,26
1989,yountro01,Yount,Robin,ML4,AL,0.318,0.384,0.511,16,607,0.259,0.325,0.384,0.29,0.342,0.436,160,31
1997,zeileto01,Zeile,Todd,LAN,NL,0.268,0.365,0.459,9,540,0.272,0.342,0.428,0.263,0.342,0.415,160,39
1963,aaronha01,Aaron,Hank,ML1,NL,0.319,0.391,0.586,5,598,0.255,0.319,0.389,0.324,0.381,0.604,161,5
1965,allendi01,Allen,Dick,PHI,NL,0.302,0.375,0.494,2,521,0.255,0.322,0.389,0.317,0.378,0.553,161,7
1991,alomaro01,Alomar,Roberto,TOR,AL,0.295,0.354,0.436,4,603,0.26,0.329,0.394,0.283,0.339,0.379,161,33
1967,alvisma01,Alvis,Max,CLE,AL,0.256,0.301,0.403,6,439,0.251,0.317,0.373,0.254,0.311,0.414,161,9
2001,anderga01,Anderson,Garret,ANA,AL,0.289,0.314,0.478,7,623,0.269,0.338,0.437,0.297,0.327,0.458,161,43
1992,baergca01,Baerga,Carlos,CLE,AL,0.312,0.354,0.455,3,438,0.261,0.328,0.386,0.278,0.33,0.397,161,34
2001,bagweje01,Bagwell,Jeff,HOU,NL,0.288,0.397,0.568,11,665,0.269,0.338,0.437,0.305,0.417,0.552,161,43
2002,batisto01,Batista,Tony,BAL,AL,0.244,0.309,0.457,7,515,0.266,0.337,0.426,0.26,0.308,0.476,161,44
2003,batisto01,Batista,Tony,BAL,AL,0.235,0.27,0.393,8,515,0.269,0.339,0.432,0.257,0.308,0.472,161,45
1997,belleal01,Belle,Albert,CHA,AL,0.274,0.332,0.491,9,556,0.272,0.342,0.428,0.295,0.369,0.58,161,39
1999,belleal01,Belle,Albert,BAL,AL,0.297,0.4,0.541,11,556,0.277,0.351,0.445,0.296,0.368,0.577,161,41
1989,benzito01,Benzinger,Todd,CIN,NL,0.245,0.293,0.381,3,343,0.259,0.325,0.384,0.263,0.312,0.432,161,31
1983,berrada01,Berra,Dale,PIT,NL,0.251,0.327,0.358,6,280,0.266,0.33,0.398,0.238,0.29,0.351,161,25
1998,bicheda01,Bichette,Dante,COL,NL,0.331,0.357,0.509,10,527,0.271,0.341,0.43,0.295,0.329,0.498,161,40
1985,boggswa01,Boggs,Wade,BOS,AL,0.368,0.45,0.478,4,595,0.262,0.329,0.4,0.344,0.421,0.448,161,27
1982,bucknbi01,Buckner,Bill,CHN,NL,0.306,0.342,0.441,13,476,0.266,0.329,0.397,0.296,0.327,0.409,161,24
1998,burnije01,Burnitz,Jeromy,MIL,NL,0.263,0.339,0.499,6,463,0.271,0.341,0.43,0.266,0.367,0.491,161,40
2000,burnije01,Burnitz,Jeromy,MIL,NL,0.232,0.356,0.456,8,463,0.276,0.351,0.448,0.266,0.367,0.508,161,42
1986,butlebr01,Butler,Brett,CLE,AL,0.278,0.356,0.375,6,553,0.262,0.331,0.404,0.277,0.353,0.37,161,28
1991,butlebr01,Butler,Brett,LAN,NL,0.296,0.401,0.343,11,553,0.26,0.329,0.394,0.285,0.368,0.379,161,33
2004,cabreor01,Cabrera,Orlando,MON->BOS,NL->AL,0.264,0.306,0.383,7,544,0.272,0.342,0.439,0.269,0.318,0.415,161,46
1962,colavro01,Colavito,Rocky,DET,AL,0.273,0.371,0.514,4,604,0.268,0.337,0.412,0.265,0.354,0.523,161,4
1998,damonjo01,Damon,Johnny,KCA,AL,0.277,0.339,0.439,4,617,0.271,0.341,0.43,0.274,0.325,0.387,161,40
1982,dejesiv01,DeJesus,Ivan,PHI,NL,0.239,0.309,0.313,8,365,0.266,0.329,0.397,0.257,0.328,0.332,161,24
